,Cycle,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure7,SensorMeasure8,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure15,SensorMeasure17,SensorMeasure20,SensorMeasure21,LR
15479,27,642.75,1586.86,1407.43,553.37,2388.13,47.46,521.68,2388.13,8.3851,392,39.15,23.2507,0.135678391959799
15480,28,642.01,1585.56,1400.06,553.02,2388.06,47.29,521.95,2388.02,8.4034,391,38.75,23.4038,0.1407035175879397
15481,29,642.54,1583.2,1405.15,554.01,2388.07,47.47,521.98,2388.03,8.4425,392,38.81,23.3746,0.1457286432160804
15482,30,642.4,1590.42,1406.69,553.92,2388.07,47.44,521.34,2388.09,8.3831,391,38.98,23.3641,0.1507537688442211
15483,31,642.95,1585.41,1406.19,554.2,2388.05,47.22,522.02,2388.07,8.408,393,38.88,23.4135,0.15577889447236182
15484,32,642.42,1593.5,1401.89,554.08,2388.06,47.42,521.83,2388.06,8.3993,392,38.84,23.2742,0.16080402010050251
15485,33,642.8,1587.76,1404.1,553.82,2388.05,47.57,521.55,2388.05,8.4331,392,38.83,23.3037,0.1658291457286432
15486,34,642.84,1581.73,1398.11,553.53,2388.12,47.54,521.86,2388.08,8.4362,393,38.98,23.3676,0.1708542713567839
15487,35,642.57,1587.8,1399.98,553.98,2388.12,47.45,521.96,2388.06,8.4547,393,38.88,23.3208,0.17587939698492464
15488,36,642.42,1598.18,1407.76,554.02,2388.06,47.36,522.03,2388.14,8.4228,393,38.88,23.2354,0.18090452261306533
15489,37,642.29,1582.89,1410.19,553.66,2388.01,47.42,521.86,2388.08,8.4338,392,39.06,23.3068,0.18592964824120603
15490,38,642.77,1586.71,1405.7,553.63,2388.12,47.48,521.37,2388.1,8.4594,393,39.03,23.2558,0.19095477386934673
15491,39,642.47,1585.96,1410.12,553.96,2388.02,47.44,521.83,2388.04,8.4292,393,39.03,23.4432,0.19597989949748743
15492,40,642.6,1588.91,1402.05,553.12,2388.02,47.31,521.5,2388.08,8.4204,392,38.96,23.3238,0.20100502512562815
15493,41,642.05,1591.0,1409.74,553.88,2388.1,47.4,521.54,2388.07,8.4583,392,38.92,23.4157,0.20603015075376885
15494,42,642.75,1585.32,1396.76,553.94,2388.07,47.52,521.67,2388.08,8.4315,391,38.81,23.3492,0.21105527638190955
15495,43,642.22,1584.22,1408.22,553.87,2388.09,47.36,522.59,2388.05,8.4132,391,38.88,23.3425,0.21608040201005024
15496,44,642.44,1587.16,1402.62,553.86,2388.04,47.38,521.7,2388.06,8.4612,392,38.74,23.3705,0.22110552763819097
15497,45,642.52,1577.09,1407.74,553.25,2388.09,47.49,521.43,2388.13,8.4349,393,38.79,23.2808,0.22613065326633167
15498,46,641.7,1584.01,1405.09,553.87,2388.06,47.26,522.11,2388.14,8.414,391,39.03,23.3212,0.23115577889447236
15499,47,642.04,1588.87,1412.77,553.98,2388.03,47.25,522.14,2388.08,8.4154,394,38.86,23.3223,0.23618090452261306
15500,48,642.71,1587.75,1410.51,553.72,2388.02,47.39,521.89,2388.08,8.4102,392,38.92,23.3532,0.24120603015075376
15501,49,642.1,1588.88,1404.91,553.54,2388.09,47.44,522.08,2388.08,8.4419,392,39.12,23.288,0.24623115577889448
15502,50,642.38,1593.76,1397.04,553.65,2388.06,47.34,521.82,2388.06,8.4379,391,38.9,23.3046,0.25125628140703515
15503,51,642.29,1593.71,1402.09,553.93,2388.09,47.45,522.65,2388.03,8.3985,392,38.69,23.2529,0.2562814070351759
15504,52,642.43,1588.42,1403.84,553.7,2388.04,47.19,521.4,2388.07,8.4381,393,38.94,23.2488,0.2613065326633166
15505,53,643.12,1589.94,1402.54,553.8,2388.06,47.37,522.55,2388.04,8.4619,392,38.93,23.3633,0.2663316582914573
15506,54,642.37,1588.66,1406.75,553.6,2388.07,47.26,522.13,2388.11,8.4218,394,38.86,23.2273,0.271356783919598
15507,55,642.82,1583.68,1409.45,554.22,2388.09,47.47,521.43,2388.08,8.411,393,39.0,23.3182,0.27638190954773867
15508,56,642.08,1585.56,1406.39,553.92,2388.07,47.44,521.53,2388.06,8.4192,392,38.93,23.4202,0.2814070351758794
15509,57,642.0,1588.47,1401.76,554.99,2388.03,47.33,521.79,2388.1,8.4709,395,38.89,23.3048,0.2864321608040201
15510,58,642.13,1585.03,1399.83,553.43,2388.08,47.56,522.0,2388.06,8.428,393,39.01,23.2682,0.2914572864321608
15511,59,642.5,1590.58,1410.1,553.74,2388.1,47.26,521.67,2388.07,8.4654,394,38.82,23.2685,0.2964824120603015
15512,60,642.18,1591.03,1405.48,552.74,2388.1,47.48,521.19,2388.09,8.4241,392,38.88,23.3854,0.3015075376884422
15513,61,642.95,1590.05,1402.9,553.47,2388.1,47.45,521.46,2388.09,8.4381,393,38.9,23.322,0.3065326633165829
15514,62,642.82,1593.21,1407.43,553.73,2388.05,47.25,521.88,2388.06,8.4355,392,38.68,23.437,0.31155778894472363
15515,63,642.38,1590.88,1408.29,554.21,2388.04,47.45,521.41,2388.04,8.4339,393,38.73,23.4381,0.3165829145728643
15516,64,643.27,1588.38,1405.5,554.35,2388.05,47.49,521.68,2388.08,8.4142,393,38.85,23.4541,0.32160804020100503
15517,65,642.55,1591.01,1403.97,553.74,2388.07,47.32,521.3,2388.11,8.4294,393,38.74,23.3575,0.32663316582914576
15518,66,642.49,1583.25,1408.33,553.92,2388.1,47.43,521.69,2388.06,8.427,393,38.96,23.2828,0.3316582914572864
15519,67,642.48,1586.52,1405.25,553.83,2388.02,47.35,521.42,2388.1,8.4133,391,38.85,23.4562,0.33668341708542715
15520,68,643.15,1584.64,1402.0,554.09,2388.11,47.52,522.09,2388.06,8.4554,393,38.92,23.2941,0.3417085427135678
15521,69,642.95,1594.14,1407.7,554.31,2388.06,47.41,521.24,2388.1,8.4545,394,38.92,23.3262,0.34673366834170855
15522,70,642.5,1585.99,1396.69,554.24,2388.07,47.4,522.15,2388.06,8.4401,392,38.93,23.3128,0.35175879396984927
15523,71,642.69,1587.92,1410.68,553.76,2388.1,47.1,522.01,2388.07,8.4616,394,38.78,23.3154,0.35678391959798994
15524,72,642.88,1593.75,1403.37,554.55,2388.07,47.54,521.27,2388.06,8.4306,393,38.84,23.3023,0.36180904522613067
15525,73,642.63,1588.33,1404.3,553.36,2388.06,47.28,522.05,2388.07,8.4321,393,38.9,23.2791,0.36683417085427134
15526,74,642.85,1590.62,1413.92,553.75,2388.03,47.47,521.79,2388.05,8.4348,393,38.89,23.2672,0.37185929648241206
15527,75,643.02,1587.86,1400.98,554.04,2388.08,47.55,521.44,2388.09,8.4217,390,38.95,23.3358,0.3768844221105528
15528,76,642.7,1589.86,1407.98,553.91,2388.07,47.33,521.87,2388.06,8.4453,394,38.84,23.292,0.38190954773869346
15529,77,642.48,1587.07,1401.52,552.81,2388.08,47.46,521.64,2388.09,8.403,392,38.85,23.3905,0.3869346733668342
15530,78,642.33,1587.75,1408.18,554.07,2388.0,47.41,521.46,2388.06,8.403,393,38.83,23.2752,0.39195979899497485
15531,79,642.94,1586.59,1412.12,554.19,2388.05,47.46,521.57,2388.08,8.4464,392,38.82,23.3597,0.3969849246231156
15532,80,642.83,1588.08,1402.76,554.0,2388.1,47.46,521.58,2388.07,8.4234,393,38.98,23.4165,0.4020100502512563
15533,81,642.98,1591.95,1405.84,553.95,2388.07,47.46,522.39,2388.07,8.4101,392,38.87,23.28,0.40703517587939697
15534,82,642.82,1588.26,1406.82,553.45,2388.07,47.6,522.01,2388.05,8.4193,394,38.78,23.2831,0.4120603015075377
15535,83,642.3,1587.62,1408.94,553.05,2388.08,47.53,521.85,2388.14,8.4299,391,38.96,23.3192,0.41708542713567837
15536,84,642.82,1594.99,1410.46,553.4,2388.07,47.49,521.3,2388.08,8.4357,393,38.94,23.3264,0.4221105527638191
15537,85,642.91,1588.96,1403.66,553.67,2388.02,47.52,522.15,2388.12,8.4253,394,38.87,23.2402,0.4271356783919598
15538,86,642.45,1588.98,1406.85,553.79,2388.11,47.42,521.77,2388.1,8.4376,394,38.73,23.5136,0.4321608040201005
15539,87,642.06,1596.25,1407.0,553.61,2388.07,47.39,521.31,2388.1,8.46,392,38.8,23.3937,0.4371859296482412
15540,88,642.74,1583.68,1400.66,554.22,2388.11,47.54,521.16,2388.05,8.4371,394,38.86,23.2552,0.44221105527638194
15541,89,642.11,1599.33,1404.88,553.23,2388.1,47.36,521.42,2388.08,8.4085,393,38.73,23.3112,0.4472361809045226
15542,90,642.46,1598.12,1408.39,553.41,2388.05,47.55,521.51,2388.08,8.4554,394,38.77,23.3947,0.45226130653266333
15543,91,642.76,1596.5,1405.45,553.25,2388.06,47.5,521.76,2388.1,8.4118,394,38.8,23.3049,0.457286432160804
15544,92,642.55,1589.83,1406.25,554.12,2388.09,47.66,521.71,2388.1,8.4521,395,38.99,23.3337,0.4623115577889447
15545,93,642.21,1590.25,1411.96,554.16,2388.04,47.46,521.95,2388.05,8.4559,394,38.83,23.3724,0.46733668341708545
15546,94,642.84,1593.58,1399.13,553.7,2388.08,47.31,521.21,2388.11,8.4282,394,38.71,23.3117,0.4723618090452261
15547,95,642.39,1582.85,1409.98,553.58,2388.07,47.72,521.82,2388.06,8.4199,394,38.86,23.3525,0.47738693467336685
15548,96,642.75,1585.24,1402.64,553.42,2388.07,47.24,522.09,2388.04,8.4314,392,38.97,23.2241,0.4824120603015075
15549,97,642.28,1589.09,1400.72,553.44,2388.06,47.53,521.19,2388.05,8.4208,394,38.71,23.357,0.48743718592964824
15550,98,643.33,1589.39,1407.23,553.43,2388.09,47.37,521.19,2388.07,8.4197,392,39.0,23.2979,0.49246231155778897
15551,99,642.42,1585.61,1404.54,553.42,2388.13,47.35,521.62,2388.07,8.3907,393,38.79,23.2955,0.49748743718592964
15552,100,642.63,1589.82,1408.14,554.32,2388.09,47.52,521.43,2388.09,8.459,394,38.86,23.3473,0.5025125628140703
15553,101,642.13,1589.31,1413.9,553.51,2388.13,47.57,521.3,2388.1,8.4334,393,38.8,23.3108,0.507537688442211
15554,102,642.67,1590.33,1405.67,553.67,2388.08,47.44,521.47,2388.09,8.433,393,39.1,23.3126,0.5125628140703518
15555,103,643.02,1589.12,1409.5,554.03,2388.07,47.25,521.23,2388.08,8.4201,393,38.93,23.2943,0.5175879396984925
15556,104,642.68,1593.47,1405.19,554.11,2388.03,47.49,521.63,2388.09,8.4668,392,38.71,23.3452,0.5226130653266332
15557,105,642.46,1590.54,1409.69,553.8,2388.08,47.43,521.49,2388.09,8.4601,393,38.88,23.3814,0.5276381909547738
15558,106,642.12,1587.22,1410.76,553.41,2388.07,47.26,521.25,2388.09,8.4295,391,38.8,23.2331,0.5326633165829145
15559,107,642.15,1588.79,1410.26,553.37,2388.11,47.71,521.28,2388.08,8.4668,393,38.96,23.2889,0.5376884422110553
15560,108,643.22,1594.54,1408.24,553.57,2388.01,47.39,521.71,2388.07,8.4477,394,38.9,23.3443,0.542713567839196
15561,109,643.34,1588.06,1409.07,554.07,2388.07,47.53,521.77,2388.12,8.4261,394,38.83,23.3084,0.5477386934673367
15562,110,642.72,1589.08,1406.35,553.21,2388.08,47.44,520.89,2388.06,8.4147,393,38.85,23.3134,0.5527638190954773
15563,111,643.34,1595.47,1405.12,552.96,2388.05,47.38,521.7,2388.06,8.4363,394,38.81,23.3231,0.5577889447236181
15564,112,642.98,1586.15,1402.69,553.65,2388.12,47.41,520.78,2388.11,8.4607,394,38.84,23.3162,0.5628140703517588
15565,113,642.25,1587.99,1401.66,553.67,2388.12,47.49,521.9,2388.02,8.4425,393,38.76,23.3105,0.5678391959798995
15566,114,642.45,1592.57,1408.61,553.47,2388.1,47.5,521.68,2388.14,8.4762,393,38.91,23.31,0.5728643216080402
15567,115,642.42,1591.94,1408.72,553.24,2388.07,47.46,521.38,2388.09,8.4216,393,38.65,23.2475,0.5778894472361809
15568,116,642.55,1582.67,1409.36,553.07,2388.09,47.41,521.46,2388.11,8.4623,394,38.77,23.2271,0.5829145728643216
15569,117,642.57,1585.89,1412.72,553.5,2388.04,47.69,521.6,2388.06,8.492,394,38.92,23.3938,0.5879396984924623
15570,118,642.62,1589.44,1405.51,554.04,2388.09,47.67,521.21,2388.07,8.4415,392,38.81,23.2137,0.592964824120603
15571,119,642.43,1593.32,1416.72,553.2,2388.04,47.5,521.25,2388.09,8.4566,393,38.69,23.3292,0.5979899497487438
15572,120,642.28,1593.2,1411.44,552.62,2388.11,47.62,521.01,2388.03,8.4334,393,38.78,23.2454,0.6030150753768844
15573,121,642.63,1587.78,1411.69,553.58,2388.1,47.58,521.39,2388.09,8.4706,393,38.67,23.279,0.6080402010050251
15574,122,642.89,1590.57,1406.26,553.43,2388.06,47.48,521.53,2388.13,8.4212,394,38.82,23.2954,0.6130653266331658
15575,123,642.87,1591.44,1409.27,554.28,2388.08,47.75,521.27,2388.11,8.4455,394,38.83,23.2852,0.6180904522613065
15576,124,642.55,1595.6,1406.32,553.9,2388.09,47.31,521.29,2388.07,8.4791,394,38.82,23.2973,0.6231155778894473
15577,125,642.5,1589.37,1405.91,553.41,2388.01,47.52,521.42,2388.1,8.4514,392,38.71,23.2785,0.628140703517588
15578,126,642.49,1593.6,1411.43,554.14,2388.16,47.55,520.89,2388.04,8.4512,393,38.64,23.3006,0.6331658291457286
15579,127,642.5,1590.96,1410.74,552.4,2388.08,47.54,521.05,2388.04,8.4655,393,38.74,23.3184,0.6381909547738693
15580,128,642.45,1592.4,1409.86,553.08,2388.08,47.77,521.17,2388.1,8.4345,393,38.84,23.1547,0.6432160804020101
15581,129,642.43,1596.05,1411.04,553.37,2388.09,47.72,521.78,2388.13,8.4424,392,38.93,23.271,0.6482412060301508
15582,130,642.62,1590.85,1411.76,553.04,2388.09,47.53,520.89,2388.05,8.468,393,38.71,23.3047,0.6532663316582915
15583,131,642.58,1586.22,1409.09,554.0,2388.1,47.67,521.28,2388.08,8.4213,395,38.63,23.1429,0.6582914572864321
15584,132,642.41,1592.48,1410.16,553.4,2388.12,47.62,520.97,2388.08,8.4379,393,38.74,23.2955,0.6633165829145728
15585,133,642.89,1588.46,1407.93,553.67,2388.08,47.57,521.9,2388.06,8.4307,393,38.84,23.177,0.6683417085427136
15586,134,642.79,1597.09,1407.17,553.15,2388.14,47.39,521.6,2388.01,8.4249,392,38.7,23.2127,0.6733668341708543
15587,135,642.76,1595.04,1410.3,553.38,2388.04,47.74,521.46,2388.12,8.4502,393,38.68,23.2421,0.678391959798995
15588,136,643.24,1583.09,1410.76,553.1,2388.15,47.57,521.25,2388.1,8.4408,394,38.77,23.194,0.6834170854271356
15589,137,642.89,1598.26,1407.83,552.44,2388.06,47.64,520.98,2388.13,8.4052,393,38.72,23.2828,0.6884422110552764
15590,138,642.18,1592.52,1412.54,552.82,2388.12,47.64,521.9,2388.13,8.4698,393,38.7,23.2301,0.6934673366834171
15591,139,643.08,1589.03,1408.4,553.06,2388.1,47.7,521.7,2388.14,8.4369,393,38.9,23.2719,0.6984924623115578
15592,140,643.15,1590.15,1412.15,553.92,2388.1,47.52,521.58,2388.13,8.4584,393,38.86,23.2463,0.7035175879396985
15593,141,642.84,1588.86,1406.49,553.04,2388.1,47.88,520.72,2388.13,8.4446,394,38.83,23.1793,0.7085427135678392
15594,142,642.86,1592.08,1407.61,552.98,2388.06,47.66,521.48,2388.1,8.4774,393,38.59,23.3604,0.7135678391959799
15595,143,643.35,1593.52,1415.38,553.02,2388.07,47.67,521.27,2388.11,8.4209,395,38.82,23.2815,0.7185929648241206
15596,144,642.9,1589.49,1415.01,552.51,2388.12,47.37,521.12,2388.09,8.4571,394,38.55,23.3279,0.7236180904522613
15597,145,642.73,1593.49,1417.84,553.45,2388.13,47.58,520.93,2388.11,8.4558,396,38.95,23.1863,0.7286432160804021
15598,146,643.1,1586.63,1407.99,553.3,2388.07,47.59,521.02,2388.07,8.4673,394,38.62,23.2296,0.7336683417085427
15599,147,643.15,1588.18,1417.28,553.87,2388.11,47.59,521.52,2388.07,8.4568,394,38.59,23.2796,0.7386934673366834
15600,148,642.77,1593.5,1414.21,552.82,2388.12,47.67,521.09,2388.08,8.4605,392,38.95,23.2581,0.7437185929648241
15601,149,643.03,1590.64,1409.54,553.07,2388.1,47.68,522.02,2388.0,8.4433,392,38.81,23.2376,0.7487437185929648
15602,150,642.39,1594.75,1411.17,552.92,2388.09,47.63,520.85,2388.16,8.4544,393,38.79,23.1923,0.7537688442211056
15603,151,642.84,1595.08,1409.87,553.59,2388.06,47.53,520.49,2388.1,8.4351,396,38.56,23.3227,0.7587939698492462
15604,152,643.04,1600.21,1410.02,553.61,2388.05,47.74,521.45,2388.06,8.4533,394,38.83,23.2299,0.7638190954773869
15605,153,642.88,1602.58,1414.49,553.4,2388.2,47.59,521.51,2388.08,8.449,394,38.8,23.2575,0.7688442211055276
15606,154,643.52,1595.45,1412.21,553.28,2388.06,47.75,521.03,2388.11,8.4626,395,38.55,23.3463,0.7738693467336684
15607,155,642.79,1596.28,1411.99,552.92,2388.1,47.79,521.23,2388.08,8.489,394,38.69,23.1971,0.7788944723618091
15608,156,642.95,1590.71,1419.68,553.34,2388.07,47.66,521.39,2388.09,8.4661,394,38.71,23.2974,0.7839195979899497
15609,157,643.24,1598.23,1414.06,552.83,2388.12,47.6,520.89,2388.07,8.4595,394,38.78,23.3092,0.7889447236180904
15610,158,642.61,1592.22,1419.1,552.8,2388.15,47.83,520.87,2388.11,8.4627,395,38.71,23.1528,0.7939698492462312
15611,159,642.75,1596.93,1407.91,552.72,2388.12,47.67,520.79,2388.08,8.4911,396,38.7,23.2242,0.7989949748743719
15612,160,643.37,1598.09,1419.76,552.9,2388.17,47.55,521.1,2388.1,8.4705,396,38.68,23.2108,0.8040201005025126
15613,161,643.44,1595.61,1415.39,552.72,2388.09,47.83,520.53,2388.08,8.4998,396,38.88,23.2102,0.8090452261306532
15614,162,642.8,1593.86,1410.93,552.93,2388.13,47.67,520.85,2388.12,8.4476,394,38.66,23.2114,0.8140703517587939
15615,163,643.32,1592.02,1415.31,552.92,2388.05,47.76,521.04,2388.1,8.4447,394,38.73,23.2258,0.8190954773869347
15616,164,643.16,1597.68,1417.39,553.68,2388.13,47.64,520.42,2388.09,8.4508,396,38.7,23.1999,0.8241206030150754
15617,165,643.51,1590.82,1426.18,552.38,2388.09,47.94,521.17,2388.11,8.4597,395,38.68,23.1986,0.8291457286432161
15618,166,642.87,1591.19,1417.44,552.59,2388.11,47.6,520.86,2388.07,8.4724,393,38.7,23.1944,0.8341708542713567
15619,167,643.02,1594.76,1426.07,553.23,2388.11,47.87,521.21,2388.08,8.4642,396,38.81,23.172,0.8391959798994975
15620,168,642.84,1590.29,1414.77,552.99,2388.1,47.66,520.91,2388.09,8.5006,394,38.58,23.114,0.8442211055276382
15621,169,642.99,1604.4,1420.94,551.72,2388.12,47.86,520.64,2388.13,8.4916,395,38.56,23.1445,0.8492462311557789
15622,170,642.96,1603.08,1415.14,552.41,2388.08,47.68,520.91,2388.14,8.4897,396,38.68,23.2784,0.8542713567839196
15623,171,643.49,1596.15,1417.23,552.66,2388.13,47.63,520.37,2388.18,8.4645,396,38.66,23.2876,0.8592964824120602
15624,172,643.28,1596.24,1423.35,551.79,2388.16,47.99,520.72,2388.09,8.4965,395,38.63,23.1679,0.864321608040201
15625,173,643.07,1600.88,1419.69,552.99,2388.16,47.66,520.68,2388.15,8.4585,395,38.53,23.1782,0.8693467336683417
15626,174,643.38,1594.34,1412.43,552.8,2388.14,47.72,520.84,2388.11,8.4472,395,38.62,23.1552,0.8743718592964824
15627,175,643.26,1599.86,1418.35,552.11,2388.09,47.81,520.66,2388.11,8.4732,395,38.68,23.2217,0.8793969849246231
15628,176,642.3,1594.81,1412.4,551.74,2388.1,47.71,520.98,2388.1,8.4819,396,38.67,23.1278,0.8844221105527639
15629,177,643.55,1593.6,1417.16,551.89,2388.11,47.72,520.49,2388.18,8.4601,396,38.52,23.1698,0.8894472361809045
15630,178,643.02,1597.76,1422.69,552.8,2388.14,47.87,520.49,2388.11,8.4977,394,38.61,23.1945,0.8944723618090452
15631,179,643.22,1603.99,1420.12,551.94,2388.12,47.79,521.04,2388.07,8.4522,396,38.55,23.1275,0.8994974874371859
15632,180,643.98,1595.64,1421.5,552.17,2388.12,47.83,520.12,2388.13,8.4843,396,38.41,23.3431,0.9045226130653267
15633,181,643.31,1601.65,1416.01,552.77,2388.11,47.84,520.33,2388.1,8.4793,396,38.58,23.2173,0.9095477386934674
15634,182,643.5,1593.3,1428.24,553.05,2388.11,47.9,520.82,2388.16,8.5105,395,38.45,23.3601,0.914572864321608
15635,183,643.4,1586.35,1418.67,552.55,2388.1,47.78,521.0,2388.13,8.4827,394,38.6,23.1758,0.9195979899497487
15636,184,643.16,1598.67,1422.27,551.6,2388.15,47.93,520.19,2388.13,8.4953,395,38.61,23.196,0.9246231155778895
15637,185,642.92,1600.84,1423.95,552.45,2388.13,47.88,521.33,2388.2,8.536,394,38.53,23.1357,0.9296482412060302
15638,186,643.28,1602.54,1427.73,552.19,2388.12,48.05,521.11,2388.13,8.4958,394,38.51,23.2369,0.9346733668341709
15639,187,643.49,1598.29,1421.9,552.53,2388.11,47.78,520.04,2388.15,8.5456,397,38.43,23.1234,0.9396984924623115
15640,188,643.72,1594.01,1423.43,552.29,2388.13,47.97,520.81,2388.12,8.5035,397,38.55,23.1138,0.9447236180904522
15641,189,643.44,1600.55,1420.75,552.04,2388.08,47.83,520.63,2388.15,8.5274,397,38.54,23.0451,0.949748743718593
15642,190,643.21,1607.4,1423.31,552.19,2388.11,48.0,520.12,2388.18,8.5223,395,38.6,23.0936,0.9547738693467337
15643,191,643.51,1602.29,1425.22,550.91,2388.18,48.05,520.33,2388.14,8.4531,398,38.58,23.0827,0.9597989949748744
15644,192,643.73,1603.19,1424.1,551.86,2388.18,47.97,520.05,2388.16,8.4997,395,38.44,23.0705,0.964824120603015
15645,193,643.64,1603.17,1424.58,551.76,2388.09,48.05,520.05,2388.21,8.5275,397,38.51,23.0992,0.9698492462311558
15646,194,643.87,1602.12,1425.26,552.61,2388.16,47.97,519.64,2388.18,8.5232,397,38.55,23.11,0.9748743718592965
15647,195,643.87,1598.51,1419.07,551.17,2388.11,48.12,519.9,2388.2,8.5094,396,38.25,23.1273,0.9798994974874372
15648,196,643.4,1598.9,1425.7,551.31,2388.19,48.21,519.84,2388.13,8.5147,393,38.42,23.1399,0.9849246231155779
15649,197,643.36,1605.78,1427.42,551.77,2388.14,48.1,519.81,2388.17,8.4951,397,38.39,23.1826,0.9899497487437185
15650,198,643.98,1599.84,1436.4,551.51,2388.16,48.14,520.13,2388.16,8.5507,396,38.32,23.0238,0.9949748743718593
15651,199,643.99,1602.38,1424.45,552.09,2388.19,48.05,519.63,2388.15,8.5145,399,38.38,23.0859,1.0
15652,1,641.52,1581.55,1392.32,552.78,2387.96,47.19,520.52,2387.9,8.3923,391,38.88,23.3717,0.0040650406504065045
15653,2,641.87,1581.35,1391.96,553.07,2387.9,46.94,521.51,2388.03,8.4087,390,38.99,23.3995,0.008130081300813009
15654,3,641.71,1580.04,1386.86,553.29,2387.92,47.25,521.1,2387.94,8.4064,390,39.02,23.3901,0.012195121951219513
15655,4,642.12,1580.34,1392.11,552.78,2387.95,47.05,520.81,2387.99,8.4447,392,38.85,23.4553,0.016260162601626018
15656,5,642.01,1581.68,1390.63,552.83,2387.94,47.1,520.98,2387.93,8.4303,391,38.93,23.3909,0.02032520325203252
15657,6,641.66,1584.92,1390.98,552.8,2387.9,46.96,521.27,2387.92,8.4044,392,39.12,23.4321,0.024390243902439025
15658,7,641.73,1575.03,1394.62,552.85,2387.88,47.01,521.49,2388.0,8.3785,391,39.04,23.4577,0.028455284552845527
15659,8,641.17,1580.58,1390.34,552.83,2387.89,47.22,520.76,2387.94,8.3552,392,38.98,23.389,0.032520325203252036
15660,9,642.65,1577.71,1391.17,553.13,2387.97,46.91,521.24,2387.89,8.404,390,38.9,23.3678,0.036585365853658534
15661,10,642.19,1582.19,1401.08,553.95,2387.98,47.15,521.12,2388.01,8.4152,391,38.93,23.3421,0.04065040650406504
15662,11,641.97,1581.41,1385.62,552.99,2387.95,47.12,520.98,2387.89,8.3641,389,39.07,23.468,0.044715447154471545
15663,12,641.82,1582.66,1395.84,553.62,2387.92,47.1,521.01,2387.97,8.378,391,39.0,23.3972,0.04878048780487805
15664,13,641.67,1581.75,1393.91,553.31,2388.0,47.15,521.17,2387.92,8.4046,391,38.87,23.4819,0.052845528455284556
15665,14,642.06,1572.81,1392.29,553.6,2387.96,47.06,521.26,2387.92,8.3715,391,39.01,23.3584,0.056910569105691054
15666,15,642.0,1579.96,1391.65,552.8,2387.91,46.96,520.92,2387.89,8.4022,391,38.86,23.4082,0.06097560975609756
15667,16,642.08,1588.07,1388.18,552.14,2387.96,46.9,520.9,2387.94,8.4154,390,38.98,23.3466,0.06504065040650407
15668,17,641.77,1578.37,1403.21,550.45,2387.2,47.22,519.25,2387.17,8.4482,390,38.81,23.1946,0.06910569105691057
15669,18,642.16,1581.16,1404.26,551.77,2387.37,47.26,519.71,2387.33,8.4254,391,38.75,23.3326,0.07317073170731707
15670,19,642.45,1576.19,1393.47,553.2,2387.93,46.93,520.9,2387.92,8.3839,389,39.0,23.3519,0.07723577235772358
15671,20,641.62,1579.11,1391.68,553.17,2387.96,46.96,521.84,2387.95,8.3708,390,39.04,23.4081,0.08130081300813008
15672,21,641.95,1578.41,1392.91,552.74,2387.93,46.93,520.79,2387.96,8.3761,390,38.95,23.2463,0.08536585365853659
15673,22,641.9,1580.44,1387.51,553.6,2387.92,46.89,520.68,2387.95,8.4128,391,38.96,23.3915,0.08943089430894309
15674,23,642.03,1586.89,1396.54,553.09,2387.88,47.03,520.85,2387.95,8.4042,390,38.99,23.3732,0.09349593495934959
15675,24,642.03,1582.92,1396.95,551.57,2386.98,47.22,519.41,2387.02,8.3915,390,38.77,23.3372,0.0975609756097561
15676,25,641.62,1581.62,1391.07,553.09,2387.99,47.06,520.52,2387.96,8.385,389,39.07,23.4172,0.1016260162601626
15677,26,641.93,1578.93,1400.18,553.15,2387.95,47.11,520.49,2387.94,8.3906,391,38.92,23.4317,0.10569105691056911
15678,27,642.3,1582.68,1387.89,553.13,2387.99,47.06,520.89,2387.92,8.3902,392,39.06,23.2601,0.10975609756097561
15679,28,642.07,1575.75,1390.43,553.05,2387.9,46.91,521.28,2387.96,8.4034,391,39.11,23.4966,0.11382113821138211
15680,29,641.65,1573.1,1390.7,552.64,2387.96,47.03,521.35,2387.97,8.4193,392,38.9,23.3212,0.11788617886178862
15681,30,642.54,1575.57,1394.69,550.51,2387.47,47.38,518.9,2387.45,8.4388,391,38.75,23.2724,0.12195121951219512
15682,31,641.89,1577.34,1386.12,553.6,2387.95,46.92,521.27,2387.95,8.3768,392,39.02,23.4646,0.12601626016260162
15683,32,641.85,1578.56,1394.99,552.76,2387.97,47.0,521.04,2387.96,8.394,390,38.82,23.4112,0.13008130081300814
15684,33,642.15,1580.17,1394.18,553.75,2387.95,47.19,521.27,2387.97,8.3792,393,39.16,23.48,0.13414634146341464
15685,34,641.5,1579.44,1391.02,553.09,2387.9,47.09,521.06,2387.93,8.3994,391,38.88,23.4694,0.13821138211382114
15686,35,642.14,1572.83,1402.66,550.14,2387.27,47.18,518.83,2387.31,8.4629,390,38.86,23.2991,0.14227642276422764
15687,36,642.01,1578.67,1393.59,552.53,2387.87,46.95,521.05,2387.95,8.4128,391,39.03,23.4984,0.14634146341463414
15688,37,641.14,1574.22,1384.95,553.53,2387.97,47.06,521.31,2387.93,8.3764,391,39.02,23.3513,0.15040650406504066
15689,38,642.0,1578.7,1389.76,553.09,2387.92,46.88,521.24,2387.97,8.3757,391,39.03,23.4131,0.15447154471544716
